movie_id,movie_name,release_date,genre,mpaa,open_theater,prod_budget,country_usa,opening_weekend,us_total_gross,user_rating,votes_user,metascore,votes_critic,MPAA1,MPAA2,MPAA3,MPAA4,MPAA5,MPAA6,genre_type
1001,Magician: The Astonishing Life and Work of Orson Welles,12/10/2014,Documentary,PG-13,.002,.813505,1,.00713,.015528,6.6,.034,66,45,0,0,0,1,0,0,7
1002,Make Your Move,4/18/2014,Drama,PG-13,.142,15,1,.081172,.122293,5.7,1.966,40,23,0,0,0,1,0,0,5
1003,Maleficent,5/30/2014,Fantasy,PG,3.948,180,1,69.431298,241.407328,7.1,184.217,56,10,0,0,1,0,0,0,2
1006,The Maze Runner,9/19/2014,Sci-Fi Thriller,PG-13,3.604,34,1,32.512804,102.413606,6.9,175.256,56,67,0,0,0,1,0,0,6
1009,Million Dollar Arm,5/16/2014,Sports Drama,PG,3.019,25,1,10.515659,36.447959,7.1,23.94,56,5,0,0,1,0,0,0,5
1010,A Million Ways to Die in the West,5/30/2014,Western Comedy,R,3.158,40,1,16.797385,42.615685,6.2,96.587,44,22,0,0,0,0,1,0,4
1012,Moms Night Out,5/9/2014,Comedy,PG,1.044,5,1,4.311083,10.429707,5.4,7.557,25,22,0,0,1,0,0,0,4
1013,The Monuments Men,2/7/2014,Action Drama,PG-13,3.083,70,1,22.003433,78.03162,6.1,81.146,52,22,0,0,0,1,0,0,5
1017,Muppets Most Wanted,3/21/2014,Family Comedy,PG,3.194,50,1,17.005126,51.178893,6.5,18.822,61,9,0,0,1,0,0,0,4
1019,Need for Speed,3/14/2014,Action,PG-13,3.115,66,1,17.844939,43.568507,6.6,108.936,39,10,0,0,0,1,0,0,1
1022,Night at the Museum: Secret of the Tomb,12/19/2014,Family Adventure,PG,3.785,127,1,17.10052,110.484764,6.6,15.633,47,8,0,0,1,0,0,0,2
1023,Nightcrawler,10/31/2014,Crime Drama,R,.002766,8.5,1,10.441,32.279955,8,120.108,76,3,0,0,0,0,1,0,5
1028,The Nut Job,1/17/2014,Animation,PG,3.427,42,1,25.7,64.23877,5.8,15.025,37,1,0,0,1,0,0,0,3
1029,Oculus,4/11/2014,Horror,R,2.648,5,1,12.005402,27.689474,6.5,56.093,61,5,0,0,0,0,1,0,6
1035,Ouija,10/24/2014,Horror,PG-13,2.858,5,1,20.006,50.82094,4.4,16.242,38,22,0,0,0,1,0,0,6
1040,Penguins of Madagascar,11/26/2014,Animation,PG,3.654,132,1,25.447444,82.08296,6.9,22.903,53,20,0,0,1,0,0,0,3
1045,Pompeii,2/21/2014,Action Drama,PG-13,2.658,100,1,10.340823,23.219748,5.6,66.158,39,14,0,0,0,1,0,0,5
1048,The Purge: Anarchy,7/18/2014,Thriller,R,2.805,9,1,29.816675,71.51922999999999,6.5,57.035,50,6,0,0,0,0,1,0,6
1053,The Railway Man,4/11/2014,Drama,R,.004,18,0,.061845,4.435083,7.1,19.336,59,22,0,0,0,0,1,0,5
1059,Ride Along,1/17/2014,Comedy,PG-13,2.663,25,1,48.62638,134.14153,6.1,48.891,41,1,0,0,0,1,0,0,4
1060,Rio 2,4/11/2014,Animation,G,3.948,103,1,39.327869,131.536019,6.4,42.28,49,5,1,0,0,0,0,0,3
1062,Rosewater,11/14/2014,Drama,R,.371,5,1,.567038,3.093491,6.7,3.085,66,10,0,0,0,0,1,0,5
1063,Sabotage (2014),3/28/2014,Action Thriller,R,.002486,35,1,5.272444,10.499968,5.8,36.223,41,45,0,0,0,0,1,0,6
1065,Sex Tape,7/18/2014,Comedy,R,3.062,40,1,14.608152,38.543473,5.1,56.805,36,5,0,0,0,0,1,0,4
1069,Snowpiercer,6/27/2014,Sci-Fi Action,R,.008,39.2,0,.171187,4.563029,7,122.412,84,5,0,0,0,0,1,0,1
1071,Son of God,2/28/2014,Drama,PG-13,3.26,22,1,25.601865,59.696176,5.5,13.07,37,22,0,0,0,1,0,0,5
1073,St. Vincent,10/10/2014,Comedy,PG-13,.004,13,1,.109878,44.013894,7.3,32.004,64,3,0,0,0,1,0,0,4
1080,Tammy,7/2/2014,Comedy,R,3.4,20,1,21.577049,84.51815499999999,4.8,21.607,39,14,0,0,0,0,1,0,4
1081,Teenage Mutant Ninja Turtles (2014),8/8/2014,Action / Adventure,PG-13,3.845,125,1,65.57510499999999,190.87124,6,116.541,31,9,0,0,0,1,0,0,1
1082,That Awkward Moment,1/31/2014,Romantic Comedy,R,2.809,8,1,8.742108999999999,26.049082,6.1,53.785,36,36,0,0,0,0,1,0,4
1083,The Theory of Everything,11/7/2014,Drama,PG-13,.005,15,0,.208763,32.035483,7.8,79.437,72,24,0,0,0,1,0,0,5
1084,Think Like a Man Too,6/20/2014,Comedy,PG-13,2.225,24,1,29.241911,65.182182,5.7,10.013,38,24,0,0,0,1,0,0,4
1086,This is Where I Leave You,9/19/2014,Comedy,R,2.868,19.8,1,11.558149,34.290142,6.6,28.797,44,5,0,0,0,0,1,0,4
1091,Transformers: Age of Extinction,6/27/2014,Sci-Fi Action,PG-13,4.233,210,1,100.03839,245.428137,5.9,182.646,32,24,0,0,0,1,0,0,1
1097,Veronica Mars,3/14/2014,Comedy,PG-13,.291,6,1,1.988351,3.319109,6.9,34.407,62,9,0,0,0,1,0,0,4
1098,A Walk Among the Tombstones,9/19/2014,Drama,R,2.712,28,1,12.75878,25.977365,6.6,53.124,57,5,0,0,0,0,1,0,5
1103,When the Game Stands Tall,8/22/2014,Sports Drama,PG,2.673,15,1,8.381508999999999,30.127963,6.6,7.635,41,1,0,0,1,0,0,0,5
1106,Winters Tale,2/14/2014,Fantasy,PG-13,2.965,60,1,8.007059,.022451,6.2,31.174,31,1,0,0,0,1,0,0,2
1107,Wish I Was Here,7/18/2014,Comedy / Drama,R,.068,6,1,.484401,3.588432,6.7,18.267,43,5,0,0,0,0,1,0,4
